,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,112,unhelpful,c4-3979-055185,0,1,17.487499237060547,0.003556378,0.99644357,https://www.ayurtimes.com/evening-primrose-oil/
1,112,unhelpful,c4-6542-106883,0,1,17.196699142456055,0.017531984,0.98246807,http://www.healtharticles101.com/evening-primrose-oil-eczema-treatment-review/
2,112,unhelpful,c4-1909-135301,0,0,17.141599655151367,0.98441136,0.015588622,https://www.supplementdb.org/eczema/
3,112,unhelpful,c4-3202-003732,0,1,17.038799285888672,0.022387933,0.97761214,https://oilswelove.com/40-remedies-and-oils-to-treat-eczema/
4,112,unhelpful,c4-0811-147436,0,0,17.02359962463379,0.9991253,0.00087466347,https://www.medicalnewstoday.com/articles/263027.php
5,112,unhelpful,c4-4224-148032,0,1,17.002500534057617,0.054703422,0.9452966,https://oilswelove.com/manuka-honey-eczema/
6,112,unhelpful,c4-0457-024595,0,1,16.976499557495117,0.04056482,0.9594351,https://momprepares.com/essential-oils-for-eczema/
7,112,unhelpful,c4-1779-089052,0,1,16.964399337768555,0.0037501047,0.99624985,http://www.safesupplements.co.uk/how-can-evening-primrose-oil-benefit-skin.html
8,112,unhelpful,c4-0620-022109,0,1,16.940399169921875,0.46594933,0.53405064,http://www.efamol.co.za/product/evening-primrose-oil/
9,112,unhelpful,c4-6432-042274,0,1,16.93869972229004,0.038984288,0.9610157,https://www.rxlist.com/consumer_evening_primrose_oil_fever_plant/drugs-condition.htm
10,112,unhelpful,c4-3821-041772,0,0,16.916099548339844,0.99953663,0.0004634148,https://medworm.com/borage/news/
11,112,unhelpful,c4-0515-117445,0,0,16.89859962463379,0.95350456,0.046495434,https://www.verywellhealth.com/the-benefits-of-evening-primrose-oil-89561
12,112,unhelpful,c4-5478-027634,0,1,16.87689971923828,0.00447057,0.9955295,https://oilswelove.com/evening-primrose-oil-skin-benefits/
13,112,unhelpful,c4-3508-018820,0,1,16.872400283813477,0.0056562223,0.99434376,http://xestionprofesional.tk/luvud/primrose-oil-evening-327.php
14,112,unhelpful,c4-6833-062369,0,1,16.824100494384766,0.014685305,0.9853147,http://e-ajbc.org/journal/crossRefTDM.php?number=1038
15,112,unhelpful,c4-1217-108012,0,1,16.819900512695312,0.0038567097,0.9961433,http://www.efamol.co.za/research-papers/skin-health-epo-gla-and-atopic-eczema-kawamura-2011-120/
16,112,unhelpful,c4-0751-056846,0,0,16.78230094909668,0.8350694,0.16493058,https://sahealth.com/hl/?/21587/evening-primrose-oil
17,112,unhelpful,c4-1485-027995,0,0,16.782299041748047,0.8350694,0.16493058,https://stdavids.com/hl/?/21587/omega-6
18,112,unhelpful,c4-7030-068805,0,0,16.782299041748047,0.8350694,0.16493058,https://sahealth.com/hl/?/21587/omega-6-fatty-acids
19,112,unhelpful,c4-4270-045196,0,0,16.776199340820312,0.9876895,0.012310476,http://eczemablues.com/2013/05/oral-evening-primrose-oil-and-borage-oil-ineffective-for-eczema/
