,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,103,unhelpful,c4-3973-112724,0,1,16.566999435424805,0.012558372,0.98744166,https://www.verywellhealth.com/does-folic-acid-vitamin-b9-reduce-risk-of-dementia-98422
1,103,unhelpful,c4-0300-104925,0,0,16.537399291992188,0.98824614,0.0117538525,https://www.cochrane.org/CD004514/DEMENTIA_no-evidence-that-folic-acid-with-or-without-vitamin-b12-improves-cognitive-function-of-unselected-elderly-people-with-or-without-dementia.-long-term-supplementation-may-benefit-cognitive-function-of-healthy-older-people-with-high-homocys
2,103,unhelpful,c4-7076-002061,0,1,16.45599937438965,0.011393848,0.98860615,https://fabresearch.org/viewItem.php?id=10642&amp;listId=341&amp;categoryId=&amp;navPageId=342
3,103,unhelpful,c4-1700-008147,0,1,16.26919937133789,0.101548724,0.8984513,https://teddycan.com/heal/dementia_symptoms_and_treatment_options_step4_t.php
4,103,unhelpful,c4-6957-002103,0,1,16.187000274658203,0.011739643,0.9882604,https://www.alzforum.org/news/research-news/want-keep-your-dna-good-repair-then-eat-your-spinach
5,103,unhelpful,c4-3691-086238,0,0,16.182100296020508,0.98292726,0.017072774,http://www.neurologyindia.com/article.asp?issn=0028-3886;year=2004;volume=52;issue=3;spage=310;epage=318;aulast=Moretti
6,103,unhelpful,c4-2066-081524,0,1,16.15049934387207,0.010381165,0.98961884,https://www.alzinfo.org/articles/prevention-and-wellness-89/
7,103,unhelpful,c4-2526-129160,0,1,16.11370086669922,0.20137887,0.7986212,https://www.malacards.org/card/frontotemporal_dementia_chromosome_3_linked
8,103,unhelpful,c4-6809-049761,0,1,16.107999801635742,0.003761105,0.9962388,"https://www.naturalremediesandcures.co.uk/114,remedies,Vitamins_Supplements,folic_acid_vitamin_b9_remedies.html"
9,103,unhelpful,c4-2076-147054,0,1,15.997400283813477,0.06959677,0.9304033,https://www.invitehealth.com/low-levels-of-folic-acid-b12-increase-your-risk-of-developing-dementia/radio/2008/02/
10,103,unhelpful,c4-7000-018850,0,0,15.980199813842772,0.92408895,0.075911045,http://wrightnewsletter.com/2013/06/03/b-vitamins-protect/
11,103,unhelpful,c4-0461-005560,0,1,15.978599548339844,0.0026937437,0.9973062,https://naturesvitaminsonline.com/category/dementia/
12,103,unhelpful,c4-6760-070413,0,1,15.942299842834473,0.100117944,0.8998821,http://www.thecamreport.com/category/f-dietary/folic-acid/
13,103,unhelpful,c4-1688-045552,0,0,15.919099807739258,0.7051416,0.2948584,https://nootropicsexpert.com/vitamin-b9-folate/
14,103,unhelpful,c4-4204-042098,0,1,15.90999984741211,0.006081187,0.9939188,https://www.alzinfo.org/articles/prevention-and-wellness-87/
15,103,unhelpful,c4-6688-004750,0,1,15.90060043334961,0.02495386,0.97504616,https://www.ncbi.nlm.nih.gov/pubmed/18054217
16,103,unhelpful,c4-6087-030596,0,0,15.87339973449707,0.98634315,0.013656855,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-q-and-a-get-the-facts-before-taking-folic-acid/
17,103,unhelpful,c4-3602-059164,0,1,15.816800117492676,0.0017742984,0.99822575,https://naturesvitaminsonline.com/2017/06/folic-acid-and-dementia-supplementation-benefits-elderly-people-with-mild-cognitive-decline/
18,103,unhelpful,c4-1634-115342,0,1,15.79010009765625,0.004240063,0.9957599,https://seniorlivingexperts.com/how-folic-acid-vitamin-b9-benefits-your-body-importance-in-the-diet/
19,103,unhelpful,c4-0150-057252,0,1,15.787599563598633,0.14791465,0.85208535,http://www.cmaj.ca/content/171/8/897?ijkey=a5abf976815082dc5219650cd1e98392a743eba7&amp;keytype2=tf_ipsecsha
20,103,unhelpful,c4-4986-061329,0,1,15.775799751281738,0.001735104,0.99826497,https://www.foodforthebrain.org/publications-and-events/e-news/march-2013.aspx
21,103,unhelpful,c4-2918-087649,0,1,15.773699760437012,0.0040164287,0.9959836,https://www.thebestbrainpossible.com/alzheimers-risk-dementia-brain-health/
22,103,unhelpful,c4-5020-056629,0,1,15.769700050354004,0.10629038,0.89370966,http://www.memory-key.com/research/topic/b-vitamins
