,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,144,helpful,c4-6476-048250,0,1,9.806099891662598,0.03982078,0.96017927,https://www.newtreatmentsfordepression.net/depression-tag/american-music-therapy
1,144,helpful,c4-4207-035502,0,1,9.798299789428713,0.033309974,0.96669,https://www.newtreatmentsfordepression.net/depression-tag/mental-health-treatments
2,144,helpful,c4-0271-056177,0,1,9.776200294494627,0.008022164,0.9919778,https://www.winoverdepression.com/effect-of-music-therapy-on-anxiety-and-depression-in-patients/
3,144,helpful,c4-3684-118000,0,1,9.756400108337402,0.01446061,0.98553944,https://www.winoverdepression.com/music-therapy-goals-for-depression/
4,144,helpful,c4-3179-094745,0,1,9.737199783325195,0.0039776713,0.9960224,https://www.newtreatmentsfordepression.net/18247/vibration-therapy-for-depression-2
5,144,helpful,c4-6352-011826,0,1,9.6943998336792,0.07644468,0.9235554,https://www.newtreatmentsfordepression.net/depression-tag/fight-depression
6,144,helpful,c4-5118-107687,0,1,9.687800407409668,0.06407055,0.9359294,https://www.newtreatmentsfordepression.net/depression-tag/systematic-review
7,144,helpful,c4-3459-146980,0,1,9.644800186157228,0.001021726,0.99897826,https://www.healthguideinfo.com/treating-depression/p122919/
8,144,helpful,c4-2780-141492,0,1,9.64210033416748,0.03829982,0.9617002,https://www.newtreatmentsfordepression.net/depression-tag/medication-ehow
9,144,helpful,c4-1809-123396,0,1,9.637499809265137,0.0037279779,0.99627197,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/1471-244X-8-50
10,144,helpful,c4-1567-084360,0,1,9.621299743652344,0.0018807773,0.9981192,https://www.nhs.uk/news/mental-health/music-therapy-helps-treat-depression/
11,144,helpful,c4-5885-054197,0,1,9.62090015411377,0.016178098,0.9838219,http://www.foundhealth.com/depression/depression-and-music-therapy/experiences
12,144,helpful,c4-3817-131987,0,1,9.619799613952637,0.013980701,0.9860194,https://www.winoverdepression.com/music-to-help-depression/
13,144,helpful,c4-1101-108732,0,1,9.61929988861084,0.002564237,0.99743575,https://www.everydayhealth.com/columns/therese-borchard-sanity-break/music-therapy-to-relieve-depression/
14,144,helpful,c4-7060-097373,0,1,9.607500076293944,0.0024921254,0.9975078,https://www.clearvuehealth.com/b/music-therapy-depression/
15,144,helpful,c4-3912-099412,0,1,9.596799850463867,0.00299253,0.9970074,https://depression.newlifeoutlook.com/music-depression/
16,144,helpful,c4-5165-050664,0,1,9.596500396728516,0.020182516,0.97981745,https://www.chronicbodypain.net/music-truly-can-lift-your-spirits/
17,144,helpful,c4-4542-063366,0,1,9.585000038146973,0.0030489275,0.9969511,http://mcjbums.com/en/articles/8846.html
18,144,helpful,c4-0937-005361,0,1,9.57830047607422,0.007344474,0.9926555,https://projectconquest.org/can-music-help-with-depression-and-anxiety
19,144,helpful,c4-0162-067854,0,1,9.578100204467772,0.009217837,0.9907822,http://buyoverthecounteruk.com/hitting-a-high-note-with-music-therapy/
20,144,helpful,c4-3451-049255,0,1,9.568499565124512,0.034046013,0.96595395,https://www.newtreatmentsfordepression.net/15620/forms-of-therapy-for-depression
21,144,helpful,c4-1859-134113,0,1,9.55840015411377,0.046181556,0.95381844,https://www.newtreatmentsfordepression.net/depression-tag/different-kinds
22,144,helpful,c4-2526-106749,0,1,9.549500465393066,0.003881408,0.99611866,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002018005032101&lng=en&nrm=iso&tlng=en
