,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,39,helpful,c4-5272-087941,0,1,12.119099617004396,0.016324095,0.9836759,https://pregnancy-lowerbackpain.com/muscle-relaxants-for-back-pain-otc/
1,39,helpful,c4-5295-130431,0,1,12.06060028076172,0.04456051,0.9554395,https://www.tlchealthcenter.org/33971/skeletal-muscle-relaxants-back-pain-10
2,39,helpful,c4-6556-054859,0,1,12.056400299072266,0.028018301,0.97198164,http://qmea.com/pharmacy/best-otc-muscle-relaxer-for-neck-pain
3,39,helpful,c4-0958-142903,0,1,12.04360008239746,0.09846744,0.90153253,http://drlumbago.com/muscle-relaxers-relaxer-relaxants-relaxant-medication-drug-drugs-over-counter-otc-natural-pain-management/
4,39,helpful,c4-4408-037483,0,1,12.042400360107422,0.026940888,0.97305906,http://edebiyatvakti.xyz/ProSource-Acupressure-Mat-and-Pillow-Set-for-BackNeck-Pain-Relief.html
5,39,helpful,c4-2042-126912,0,1,12.02649974822998,0.16617452,0.83382547,http://musclerelaxerslist.com/category/muscle-relaxers/page/3/
6,39,helpful,c4-0815-027661,0,1,12.026200294494627,0.13536811,0.86463183,http://musclerelaxerslist.com/category/muscle-relaxers-videos/
7,39,helpful,c4-3114-110131,0,1,11.98680019378662,0.04933683,0.95066315,http://musclerelaxerslist.com/category/muscle-relaxers-news/page/2/
8,39,helpful,c4-2845-145230,0,1,11.985199928283691,0.0070188344,0.9929812,https://www.spine-health.com/treatment/pain-medication/muscle-relaxants
9,39,helpful,c4-3615-132848,0,1,11.977299690246582,0.10859738,0.89140254,https://generalhealthmagazine.com/2018/05/08/muscle-relaxers-8-natural-ways-to-relax-muscles-relieve-muscle-pain/
10,39,helpful,c4-6334-000033,0,1,11.972800254821776,0.004493531,0.9955064,https://www.spine-health.com/treatment/pain-medication/common-uses-treating-back-and-neck-pain-muscle-relaxers
11,39,helpful,c4-4424-001667,0,0,11.972200393676758,0.8215257,0.17847429,https://familylifegoals.com/how-to-relieve-pain/
12,39,helpful,c4-6749-029384,0,1,11.96619987487793,0.03233852,0.9676615,https://chiro.org/ChiroZine/ABSTRACTS/Use_of_Muscle_Relaxant_Medications.shtml
13,39,helpful,c4-2380-122347,0,1,11.94320011138916,0.1355147,0.86448526,http://musclerelaxerslist.com/category/muscle-relaxers-news/
14,39,helpful,c4-0128-119929,0,1,11.940899848937988,0.009584253,0.9904157,https://www.spine-health.com/treatment/pain-medication/side-effects-and-risks-muscle-relaxers
15,39,helpful,c4-2168-111390,0,1,11.931400299072266,0.07022999,0.92977,http://musclerelaxerslist.com/category/mr-articles/page/3/
16,39,helpful,c4-5090-014063,0,1,11.910400390625,0.0036238367,0.9963761,https://www.dailyhealthcures.com/pain/natural-muscle-relaxers/
17,39,helpful,c4-1007-073096,0,1,11.905599594116213,0.018045442,0.9819546,https://www.tlchealthcenter.org/health-care-tag/new-in-laws
18,39,helpful,c4-4172-022433,0,0,11.902799606323242,0.94464797,0.055352025,https://draxe.com/muscle-relaxers/
19,39,helpful,c4-4975-050724,0,1,11.8951997756958,0.011395514,0.98860455,http://musclerelaxerslist.com/category/natural-muscle-relaxers-category/muscle-relaxation-exercises/
20,39,helpful,c4-3029-086374,0,1,11.886500358581545,0.06525363,0.9347463,http://musclerelaxerslist.com/muscle-relaxants-library/muscle-relaxers-postures-improve-your-relationships/
21,39,helpful,c4-1713-145747,0,1,11.884200096130373,0.071795866,0.9282042,http://musclerelaxerslist.com/category/natural-muscle-relaxers-category/page/4/
22,39,helpful,c4-4927-142090,0,1,11.883399963378906,0.0341118,0.96588826,http://blog.filmaka.com/index.php/2018/11/53/776/4661
23,39,helpful,c4-2235-134303,0,1,11.879799842834473,0.04766212,0.95233786,http://musclerelaxerslist.com/category/natural-muscle-relaxers-category/
24,39,helpful,c4-5980-022672,0,1,11.877900123596191,0.0048849,0.99511504,https://www.healthmateforever.com/blogs/news/tens-unit-modes-and-benefit-education
25,39,helpful,c4-0887-036785,0,0,11.874300003051758,0.97987247,0.02012753,https://www.precisionmovement.coach/muscle-relaxers-for-back-pain/
26,39,helpful,c4-2661-102724,0,1,11.863800048828123,0.0033612717,0.9966388,http://www.sootheclinic.com/10-easy-tricks-for-reducing-your-back-pain-right-now-in-this-moment/
27,39,helpful,c4-5397-024024,0,1,11.860099792480469,0.03566324,0.96433675,https://blog.relaxtheback.com/category/category/pain-relief-solutions/relief-for-back-pain
28,39,helpful,c4-6534-083115,0,1,11.85949993133545,0.14714834,0.8528517,http://musclerelaxerslist.com/category/natural-muscle-relaxers-category/muscle-relaxation-techniques-category/page/2/
29,39,helpful,c4-4440-047836,0,1,11.855799674987791,0.013536522,0.9864634,https://www.healthystock.net/category/muscle-relaxers.shtml
30,39,helpful,c4-4137-053280,0,1,11.851799964904783,0.0027816219,0.9972184,https://www.clinicalpainadvisor.com/home/topics/back-spine-pain/low-back-pain/are-muscle-relaxants-effective-for-treating-low-back-pain/
31,39,helpful,c4-0690-057691,0,1,11.851400375366213,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxers-otc/
32,39,helpful,c4-0962-132666,0,1,11.851399421691896,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxers-and-alcohol/
33,39,helpful,c4-2425-120562,0,1,11.851398468017578,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxer-side-effects/
34,39,helpful,c4-3708-106496,0,1,11.851397514343262,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxer-names/
35,39,helpful,c4-4284-039843,0,1,11.851396560668944,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxers-over-the-counter/
36,39,helpful,c4-4817-122758,0,1,11.851395606994627,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxer-cyclobenzaprine/
37,39,helpful,c4-6126-103119,0,1,11.851394653320312,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxants-side-effects/
38,39,helpful,c4-3516-062926,0,1,11.850199699401855,0.3421374,0.65786266,http://musclegainfast.com/tag/lower-back-muscle-pain/
39,39,helpful,c4-6232-050818,0,1,11.85019874572754,0.3421374,0.65786266,http://musclegainfast.com/tag/back-muscle-pain/
40,39,helpful,c4-1215-071554,0,1,11.849599838256836,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-pain-relief/
41,39,helpful,c4-2425-091842,0,1,11.84959888458252,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-pain-in-chest/
42,39,helpful,c4-3059-116996,0,1,11.849597930908203,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-pain-and-weakness/
43,39,helpful,c4-4806-056782,0,1,11.849596977233888,0.3421374,0.65786266,http://musclegainfast.com/tag/pain-in-calf-muscle/
44,39,helpful,c4-5049-143375,0,1,11.84939956665039,0.040923502,0.9590765,http://musclerelaxerslist.com/articles-on-muscle-relaxers/names-of-muscle-relaxers/common-muscle-relaxants-back-pain/
45,39,helpful,c4-0037-056794,0,1,11.849200248718262,0.3421374,0.65786266,http://musclegainfast.com/tag/common-muscle-relaxers/
46,39,helpful,c4-0585-039964,0,1,11.849199295043944,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxants/
47,39,helpful,c4-1022-147944,0,1,11.849198341369627,0.3421374,0.65786266,http://musclegainfast.com/tag/over-the-counter-muscle-relaxer/
48,39,helpful,c4-1816-005977,0,1,11.849197387695312,0.3421374,0.65786266,http://musclegainfast.com/tag/natural-muscle-relaxer/
49,39,helpful,c4-2059-016520,0,1,11.849196434020996,0.3421374,0.65786266,http://musclegainfast.com/tag/progressive-muscle-relaxation/
50,39,helpful,c4-3496-066941,0,1,11.84919548034668,0.3421374,0.65786266,http://musclegainfast.com/tag/list-of-muscle-relaxers/
51,39,helpful,c4-3533-005073,0,1,11.849194526672363,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxation/
52,39,helpful,c4-4153-111080,0,1,11.849193572998049,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-relaxer/
53,39,helpful,c4-4704-080150,0,1,11.84919261932373,0.3421374,0.65786266,http://musclegainfast.com/tag/otc-muscle-relaxers/
54,39,helpful,c4-4746-025785,0,1,11.849191665649414,0.3421374,0.65786266,http://musclegainfast.com/tag/otc-muscle-relaxer/
55,39,helpful,c4-5154-136722,0,1,11.849190711975098,0.3421374,0.65786266,http://musclegainfast.com/tag/herbal-muscle-relaxer/
56,39,helpful,c4-5158-096515,0,1,11.849188804626465,0.3421374,0.65786266,http://musclegainfast.com/tag/best-muscle-relaxer/
57,39,helpful,c4-5503-129482,0,1,11.849187850952148,0.3421374,0.65786266,http://musclegainfast.com/tag/natural-muscle-relaxers/
58,39,helpful,c4-6670-052539,0,1,11.849186897277832,0.3421374,0.65786266,http://musclegainfast.com/tag/soma-muscle-relaxer/
59,39,helpful,c4-6741-064988,0,1,11.849185943603516,0.3421374,0.65786266,http://musclegainfast.com/tag/skeletal-muscle-relaxants/
60,39,helpful,c4-0086-129986,0,1,11.848799705505373,0.3421374,0.65786266,http://musclegainfast.com/tag/back-muscle-spasms/
61,39,helpful,c4-2241-148119,0,1,11.848798751831056,0.3421374,0.65786266,http://musclegainfast.com/tag/pulled-back-muscle-symptoms/
62,39,helpful,c4-3158-112232,0,1,11.848797798156738,0.3421374,0.65786266,http://musclegainfast.com/tag/back-muscle-spasm/
63,39,helpful,c4-3729-147388,0,1,11.848796844482422,0.3421374,0.65786266,http://musclegainfast.com/tag/back-muscle-diagram/
64,39,helpful,c4-5234-029371,0,1,11.848795890808104,0.3421374,0.65786266,http://musclegainfast.com/tag/lower-back-muscle-spasms/
65,39,helpful,c4-5812-068985,0,1,11.848794937133787,0.3421374,0.65786266,http://musclegainfast.com/tag/back-muscle-anatomy/
66,39,helpful,c4-6420-145891,0,1,11.848793983459473,0.3421374,0.65786266,http://musclegainfast.com/tag/back-muscle-strain/
67,39,helpful,c4-0676-121998,0,1,11.848793029785156,0.3421374,0.65786266,http://musclegainfast.com/tag/lower-back-muscle/
68,39,helpful,c4-2126-139297,0,1,11.84879207611084,0.3421374,0.65786266,http://musclegainfast.com/tag/pulled-back-muscle/
69,39,helpful,c4-3365-040702,0,1,11.848791122436523,0.3421374,0.65786266,http://musclegainfast.com/tag/back-muscle/
70,39,helpful,c4-5268-107373,0,1,11.848790168762209,0.3421374,0.65786266,http://musclegainfast.com/tag/pulled-upper-back-muscle/
71,39,helpful,c4-4190-135194,0,1,11.848788261413574,0.06308322,0.9369168,http://musclerelaxerslist.com/category/muscle-relaxers-list/names-of-muscle-relaxers/
72,39,helpful,c4-0349-135777,0,1,11.848299980163574,0.3421374,0.65786266,http://musclegainfast.com/tag/deltoid-muscle-pain/
73,39,helpful,c4-0533-129526,0,1,11.848299026489258,0.3421374,0.65786266,http://musclegainfast.com/tag/neck-muscle-pain/
74,39,helpful,c4-1328-110684,0,1,11.84829807281494,0.3421374,0.65786266,http://musclegainfast.com/tag/essential-oils-for-muscle-pain/
75,39,helpful,c4-1513-061793,0,1,11.848297119140623,0.3421374,0.65786266,http://musclegainfast.com/tag/psoas-muscle-pain/
76,39,helpful,c4-1716-029411,0,1,11.848296165466309,0.3421374,0.65786266,http://musclegainfast.com/tag/jaw-muscle-pain/
77,39,helpful,c4-2013-115854,0,1,11.848295211791992,0.3421374,0.65786266,http://musclegainfast.com/tag/arm-muscle-pain/
78,39,helpful,c4-2527-071059,0,1,11.848294258117676,0.3421374,0.65786266,http://musclegainfast.com/tag/calf-muscle-pain/
79,39,helpful,c4-2578-069729,0,1,11.84829330444336,0.3421374,0.65786266,http://musclegainfast.com/tag/chronic-muscle-pain/
80,39,helpful,c4-3018-116124,0,1,11.848292350769045,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-and-joint-pain/
81,39,helpful,c4-4173-120575,0,1,11.848291397094728,0.3421374,0.65786266,http://musclegainfast.com/tag/rhomboid-muscle-pain/
82,39,helpful,c4-4181-136302,0,1,11.84829044342041,0.3421374,0.65786266,http://musclegainfast.com/tag/all-over-muscle-pain/
83,39,helpful,c4-4398-034779,0,1,11.848288536071776,0.3421374,0.65786266,http://musclegainfast.com/tag/leg-muscle-pain/
84,39,helpful,c4-5083-056027,0,1,11.84828758239746,0.3421374,0.65786266,http://musclegainfast.com/tag/abdominal-muscle-pain/
85,39,helpful,c4-6432-033871,0,1,11.848286628723145,0.3421374,0.65786266,http://musclegainfast.com/tag/muscle-pain/
86,39,helpful,c4-6664-065338,0,1,11.848285675048828,0.3421374,0.65786266,http://musclegainfast.com/tag/chest-muscle-pain/
87,39,helpful,c4-6666-043595,0,1,11.848284721374512,0.3421374,0.65786266,http://musclegainfast.com/tag/soleus-muscle-pain/
88,39,helpful,c4-6830-147923,0,1,11.848283767700195,0.3421374,0.65786266,http://musclegainfast.com/tag/piriformis-muscle-pain/
