,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,50,helpful,c4-0893-023730,0,1,9.262900352478027,0.21518758,0.7848124,http://moloko.gozaru.jp/image/online/obesity-surgery.html
1,50,helpful,c4-2455-068173,0,1,9.262899398803713,0.13248831,0.8675117,http://yica.nukenin.jp/image/online/obesity-surgery.html
2,50,helpful,c4-5345-092703,0,1,9.262898445129396,0.17830105,0.82169896,http://hleb.kitunebi.com/image/online/obesity-surgery.html
3,50,helpful,c4-5733-089112,0,1,9.262897491455078,0.18494046,0.81505954,http://margarin.hagewasi.com/obesity-surgery.html
4,50,helpful,c4-4130-091176,0,1,9.258500099182127,0.2398768,0.76012313,http://uazlaza.namekuji.jp/obesity-surgery.html
5,50,helpful,c4-4564-112746,0,1,9.256500244140623,0.23207413,0.76792586,http://gazgavno.nusutto.jp/obesity-surgery.html
6,50,helpful,c4-1077-079646,0,1,9.180700302124023,0.07961127,0.92038876,http://yica.nukenin.jp/image/online/laparoscopic-surgery.html
7,50,helpful,c4-1001-112391,0,1,9.18019962310791,0.114600345,0.88539964,http://hleb.kitunebi.com/image/online/laparoscopic-surgery.html
8,50,helpful,c4-1430-065321,0,1,9.161199569702148,0.46038553,0.53961444,https://medical.thethaiger.com/sitemap/bariatric-surgery-procedures-in-indonesia
9,50,helpful,c4-2867-058988,0,1,9.160099983215332,0.1282175,0.87178254,http://medical-dictionary.thefreedictionary.com/Obesity+surgery
10,50,helpful,c4-4201-041795,0,1,9.158499717712402,0.34496993,0.6550301,https://www.researchcosmos.com/reports/global-obesity-surgery-devices-market-report-industry-overview-size-growth-trends-and-future-for/6486155
11,50,helpful,c4-4534-069762,0,1,9.149800300598145,0.37865555,0.6213444,http://www.mybariatriclife.org/page/23/
12,50,helpful,c4-4468-127500,0,1,9.137399673461914,0.15905692,0.84094316,http://www.mybariatriclife.org/tag/obesity-surgery/
13,50,helpful,c4-5048-036201,0,1,9.133700370788574,0.26882565,0.73117435,https://medical.thethaiger.com/sitemap/bariatric-surgery-procedures-in-thailand
14,50,helpful,c4-3702-030485,0,1,9.124300003051758,0.11826988,0.88173014,http://morbidobesity.tv/index.php?/category/babriatric-obesity-surgery
15,50,helpful,c4-6298-004940,0,1,9.12320041656494,0.12783504,0.87216496,https://www.forerunnershealthcare.com/FAQs-Morbid-Obesity-India.html
16,50,helpful,c4-2690-016176,0,1,9.120400428771973,0.03653219,0.96346784,https://www.contemporaryhealth.co.uk/category/obesity-and-bariatric-surgery/
17,50,helpful,c4-3268-125877,0,1,9.1181001663208,0.15671724,0.8432828,http://morbidobesity.tv/index.php?/categories
18,50,helpful,c4-4953-089203,0,1,9.118099212646484,0.15671724,0.8432828,http://morbidobesity.tv/
19,50,helpful,c4-3592-048079,0,1,9.117899894714355,0.31817204,0.6818279,https://medical.thethaiger.com/sitemap/bariatric-surgery-procedures-in-cambodia
20,50,helpful,c4-5717-018743,0,1,9.115300178527832,0.10211852,0.8978815,https://m.forerunnershealthcare.com/best-obesity-surgery-surgeons-top-hospitals-India.html
21,50,helpful,c4-6750-042390,0,1,9.113699913024902,0.29036734,0.7096327,http://docplayer.net/19481226-Catholic-medical-center-androscoggin-valley-hospital-surgical-weight-loss-options-for-a-healthier-tomorrow.html
22,50,helpful,c4-5892-023435,0,1,9.113499641418455,0.2637133,0.73628664,https://bariatricsurgery.insightconferences.com/2018
23,50,helpful,c4-6852-060283,0,1,9.11299991607666,0.10272814,0.8972719,https://m.forerunnershealthcare.com/obesity-surgery-India-low-cost-benefits.html
24,50,helpful,c4-4157-085866,0,1,9.107799530029297,0.15289618,0.8471038,http://obesitysurgeryonline.com/common-misconceptions-and-secrets-kept-about-obesity-surgery/
25,50,helpful,c4-4523-057254,0,1,9.104900360107422,0.094359465,0.90564054,https://www.cosmeticandobesitysurgeryhospitalindia.com/low-cost-obesity-surgery-top-surgeons-best-hospitals-goa/
26,50,helpful,c4-0245-146885,0,1,9.1048002243042,0.13352488,0.8664751,https://www.theossi.com/the-ossi-publications-obesity-surgery.html
27,50,helpful,c4-6620-054102,0,1,9.103500366210938,0.06679514,0.9332048,https://asmbs.org/resources/access-to-care-toolkit
28,50,helpful,c4-5384-057905,0,1,9.103400230407717,0.12368292,0.876317,https://gastricbandfrance.co.uk/weight-loss-surgery-faq
29,50,helpful,c4-1734-118953,0,1,9.100299835205078,0.06457962,0.9354204,https://www.cosmeticandobesitysurgeryhospitalindia.com/cosmetic-and-obesity/is-obesity-weight-loss-surgery-for-you/
30,50,helpful,c4-2543-127060,0,1,9.100199699401855,0.16260971,0.83739036,http://morbidobesity.tv/index.php?/best_rated
31,50,helpful,c4-3793-057482,0,1,9.09850025177002,0.17522572,0.8247743,http://www.celebre.in/category/liposuction/
32,50,helpful,c4-1058-124281,0,1,9.094599723815918,0.0193059,0.98069406,https://www.cosmeticandobesitysurgeryhospitalindia.com/cosmetic-and-obesity/low-cost-surgery-for-obesity-and-weightloss-in+adults-and-children-in-india
33,50,helpful,c4-0273-016160,0,1,9.09340000152588,0.1509179,0.84908205,https://www.legofftechnique.com/en/blog/
34,50,helpful,c4-6952-063504,0,1,9.092100143432615,0.11155236,0.88844764,https://www.gastric-banding-surgery.co.uk/blog/tag/latest-news/
35,50,helpful,c4-4897-044675,0,1,9.091899871826172,0.020533215,0.9794668,https://www.cosmeticandobesitysurgeryhospitalindia.com/affordable-cost-obesity-surgery-top-bariatric-surgeons-best-hospitals-kerala/
36,50,helpful,c4-4110-022701,0,1,9.091699600219728,0.13159692,0.8684031,http://blog.asianbariatrics.com/
37,50,helpful,c4-5163-063587,0,1,9.09119987487793,0.36055115,0.6394488,https://obesity.nutritionalconference.com/
38,50,helpful,c4-4340-140457,0,1,9.089500427246094,0.03765262,0.9623474,https://www.cosmeticandobesitysurgeryhospitalindia.com/weight-loss-and-obesity-surgery/obesity-weight-loss-surgery-in-india-at-affordable-prices
39,50,helpful,c4-5938-124303,0,1,9.08899974822998,0.3721145,0.6278855,https://medical.thethaiger.com/sitemap/bariatric-surgery-procedures-in-singapore
40,50,helpful,c4-1952-142829,0,1,9.088800430297852,0.38928542,0.61071455,https://www.legofftechnique.com/en/category/articles/
41,50,helpful,c4-2444-002262,0,1,9.086799621582031,0.07837297,0.92162704,https://acibademinternational.com/treatment/the-obesity-center
42,50,helpful,c4-1188-016835,0,1,9.085599899291992,0.058596667,0.9414033,https://laparscopicsurgeon.blogspot.com/2018/
43,50,helpful,c4-1780-135516,0,1,9.084199905395508,0.092452936,0.90754706,https://www.weightlosssurgery-india.com/
44,50,helpful,c4-0106-130871,0,1,9.083700180053713,0.22809623,0.7719037,http://indiasurgerytour.com/india-obesity-surgery/india-surgery-obesity-cost.html
45,50,helpful,c4-1858-095445,0,1,9.083600044250488,0.060937107,0.93906295,https://completefitness.ie/bariatric-surgery-a-critical-review-of-bariatric-surgery-on-managing-weight-and-obesity/
46,50,helpful,c4-6614-046571,0,1,9.083399772644045,0.18877625,0.8112238,http://www.mybariatriclife.org/category/obesity/page/4/
47,50,helpful,c4-1475-053671,0,1,9.079899787902832,0.05839084,0.9416092,https://www.cosmeticandobesitysurgeryhospitalindia.com/weight-loss-and-obesity-surgery/best-hospital-for-obesity-and-weightloss-surgery-in-india
48,50,helpful,c4-6879-147707,0,1,9.079898834228516,0.17545763,0.8245424,http://blog.asianbariatrics.com/2017/10/
49,50,helpful,c4-5967-102840,0,1,9.078800201416016,0.16518717,0.8348128,http://www.celebre.in/category/treatment/obesity-treatment/
