,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,36,helpful,c4-1350-036163,0,1,9.821900367736816,0.023926338,0.9760736,https://www.researchmoz.us/global-dental-adhesives-and-sealants-market-research-report-2017-report.html
1,36,helpful,c4-2930-068645,0,1,9.81879997253418,0.06678742,0.9332126,https://www.worldwidemarketreports.com/market-insights/dental-adhesives-and-sealants-market-2
2,36,helpful,c4-3856-069664,0,1,9.806599617004396,0.020173471,0.97982645,https://www.researchmoz.us/global-and-chinese-dental-adhesives-and-sealants-industry-2017-market-research-report-report.html
3,36,helpful,c4-6757-058856,0,1,9.780699729919434,0.022699567,0.9773004,https://www.marketresearchhub.com/report/global-and-chinese-dental-adhesives-and-sealants-industry-2017-market-research-report-report.html
4,36,helpful,c4-1706-103350,0,1,9.777999877929688,0.0074257324,0.9925742,https://shawneedentistry.com/2017/04/27/pediatric-dental-sealants/
5,36,helpful,c4-2759-103240,0,1,9.776599884033203,0.0061965333,0.9938035,https://pashadental.com/pediatric-dental-sealants/
6,36,helpful,c4-0020-016229,0,1,9.772500038146973,0.0013445716,0.99865544,https://dentistryfortheentirefamily.com/dental-sealants/
7,36,helpful,c4-2261-006444,0,1,9.75749969482422,0.021211939,0.978788,https://smiledrs.com/pediatric-dental-sealants/
8,36,helpful,c4-6479-107082,0,1,9.756500244140623,0.016489737,0.98351026,https://sfdental.com.au/dental-sealants-an-answer-at-all-ages/
9,36,helpful,c4-4444-146233,0,1,9.75510025024414,0.025633369,0.97436666,https://www.freedoniagroup.com/industry-study/medical-dental-adhesives-sealants-2201.htm
10,36,helpful,c4-4887-000119,0,1,9.745400428771973,0.031946007,0.968054,https://www.freedoniagroup.com/industry-study/medical-dental-adhesives-sealants-3390.htm
11,36,helpful,c4-6732-146774,0,1,9.744500160217283,0.021854568,0.97814536,https://cvdentalcare.com/dental-sealants/
12,36,helpful,c4-5277-008897,0,1,9.74370002746582,0.008120902,0.9918791,https://www.parkwaydentalokc.com/services/preventative-care/sealants
13,36,helpful,c4-3039-014173,0,1,9.742300033569336,0.0074948017,0.9925052,https://www.completedentalcareburleson.com/services/preventative-care/sealants
14,36,helpful,c4-4799-025876,0,1,9.74229907989502,0.005163058,0.9948369,https://www.turtlecreekdental.com/services/preventative-care/sealants
15,36,helpful,c4-5619-107914,0,1,9.742298126220703,0.0075149117,0.9924851,https://www.legacydentalhouston.com/services/preventative-care/sealants
16,36,helpful,c4-2975-022474,0,1,9.737000465393066,0.017651275,0.98234874,https://www.alibaba.com/showroom/dental-sealant-material.html
17,36,helpful,c4-3039-127458,0,1,9.73270034790039,0.009371023,0.990629,https://www.midtownparkdental.com/services/preventative-care/sealants
18,36,helpful,c4-6406-073686,0,1,9.73169994354248,0.0025425472,0.99745744,https://barriedentist.ca/big-mouth-blog/general-dental-articles/what-are-protective-dental-sealants/
19,36,helpful,c4-6025-033929,0,1,9.728799819946287,0.0066298693,0.99337006,https://www.colgate.com/en-in/oral-health/procedures/sealants/dental-sealants
20,36,helpful,c4-0268-044639,0,1,9.72819995880127,0.026687736,0.9733123,https://www.ada.org/en/member-center/oral-health-topics/dental-sealants?utm_source=EBDsite&utm_content=nonrestorativeguideline
21,36,helpful,c4-0867-113621,0,1,9.725299835205078,0.0011028564,0.9988971,http://brookviewdental.com/benefits-of-dental-sealants-for-children
22,36,helpful,c4-5175-033958,0,0,9.72439956665039,0.54780287,0.45219713,http://www.jispcd.org/article.asp?issn=2231-0762;year=2018;volume=8;issue=6;spage=508;epage=512;aulast=Ealla;type=3
23,36,helpful,c4-6601-054979,0,1,9.721199989318848,0.020355884,0.97964406,http://ovdental.net/sealents.html
24,36,helpful,c4-2563-148118,0,1,9.720100402832031,0.017511018,0.982489,https://www.waterfordmidentist.net/blog/category/Sealants.html
25,36,helpful,c4-4884-038080,0,1,9.718799591064451,0.005948593,0.9940514,https://kidsmilekc.com/are-dental-sealants-necessary-for-my-child/
26,36,helpful,c4-6687-143206,0,1,9.717100143432615,0.012575525,0.98742443,https://www.colgate.com/en-us/oral-health/procedures/sealants/dental-sealants
27,36,helpful,c4-5985-064944,0,1,9.7170991897583,0.00661901,0.993381,https://www.colgate.com/en-gb/oral-health/procedures/sealants/dental-sealants
28,36,helpful,c4-0737-032510,0,1,9.707200050354004,0.0033475521,0.9966524,http://dentalmedicalmarketing.com/dental-sealants-a-way-to-save-your-teeth-from-decay/
29,36,helpful,c4-4250-034132,0,1,9.706700325012209,0.0119512975,0.98804873,https://myfirstclassdental.com/dental-sealants/
30,36,helpful,c4-3933-091033,0,1,9.70669937133789,0.002136521,0.9978635,http://www.burkedental.com/preventive-dentistry/sealants/
31,36,helpful,c4-1166-035108,0,1,9.704400062561035,0.002270381,0.9977296,https://www.downtowndentalrc.com/services/sealants/
32,36,helpful,c4-4034-009766,0,1,9.704299926757812,0.008421382,0.9915786,https://www.ianbelldds.com/p/Sealants-p10982.asp
33,36,helpful,c4-5112-119125,0,1,9.703399658203123,0.0027922592,0.9972077,https://www.thecommunityguide.org/findings/dental-caries-cavities-school-based-dental-sealant-delivery-programs
34,36,helpful,c4-3371-006180,0,1,9.70300006866455,0.026428549,0.9735714,https://www.colgate.com/en-us/oral-health/procedures/sealants/all-information
35,36,helpful,c4-2461-126555,0,1,9.701700210571287,0.0029375956,0.9970624,https://childrensedationdentist.com/dental-sealants-can-help-protect-childs-teeth/
36,36,helpful,c4-1330-092307,0,1,9.698800086975098,0.0010723262,0.99892765,https://www.polardental.com/dental-care/dental-sealants
37,36,helpful,c4-5113-129470,0,1,9.696499824523926,0.0046858233,0.9953141,https://www.easydentalquotes.com/what-are-the-benefits-of-dental-sealants/
38,36,helpful,c4-6514-065167,0,1,9.69629955291748,0.0070688403,0.9929311,https://www.dentistrybarrevt.com/services/dental-sealants/
39,36,helpful,c4-2945-140046,0,1,9.695799827575684,0.015711213,0.98428875,http://emarkets.eu/global-dental-adhesives-and-sealants-market/
40,36,helpful,c4-1108-083683,0,1,9.69540023803711,0.010485048,0.98951495,https://www.stemjar.com/dental-sealants-cost/
41,36,helpful,c4-4929-104321,0,1,9.694100379943848,0.070086464,0.9299136,https://www.cdc.gov/media/dpk/healthy-living/dental-sealants/vs-dental-sealants.html
42,36,helpful,c4-4816-027478,0,1,9.69320011138916,0.0023802933,0.9976197,https://whitelotusdental.com/Procedures/General-Dentistry/Dental-Sealants-McKinney-TX
43,36,helpful,c4-0100-063956,0,1,9.693099975585938,0.038397413,0.9616025,http://www.frontrangedentalcenter.com/services/general-dental-topics/dental-sealants/
44,36,helpful,c4-0671-103756,0,1,9.692700386047363,0.0121422615,0.9878577,http://drverwest.com/what-are-dental-sealants-and-does-my-child-need-them/
45,36,helpful,c4-4250-127499,0,1,9.68970012664795,0.00482894,0.995171,https://sfdental.com.au/services/fissure-sealants/
46,36,helpful,c4-5154-058515,0,1,9.68910026550293,0.012487001,0.987513,https://www.drstgeorgedental.com/dental-services/general-dentistry/dental-sealants/
