,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,22,unhelpful,c4-4708-001688,0,1,30.287500381469727,0.24981242,0.7501876,https://cerebralpalsygroup.com/cerebral-palsy/causes/hypoxic-ischemic-encephalopathy/
1,22,unhelpful,c4-2016-145028,0,1,29.62619972229004,0.11238344,0.8876165,http://why-not.com/new-south-wales/hypoxic-ischemic-encephalopathy-in-newborn-pdf.php
2,22,unhelpful,c4-6449-004219,0,1,28.8523006439209,0.3276076,0.6723924,https://www.abclawcenters.com/practice-areas/neonatal-birth-injuries/neonatal-intensive-care-unit-nicu/nicu/nicu-overview/
3,22,unhelpful,c4-1339-015594,0,1,28.821699142456055,0.2636365,0.7363635,http://caringforspecialneedskids.com/hypoxic-ischemic-encephalopathy/
4,22,unhelpful,c4-2733-010178,0,1,28.816200256347656,0.25967976,0.74032027,https://read.qxmd.com/shared-collection/2767
5,22,unhelpful,c4-0248-068303,0,1,28.575199127197266,0.39321715,0.60678285,https://www.pediatricneurologybriefs.com/articles/10.15844/pedneurbriefs-23-10-3/
6,22,unhelpful,c4-2630-069027,0,1,28.502500534057617,0.07748527,0.92251474,http://www.mmj.eg.net/article.asp?issn=1110-2098;year=2017;volume=30;issue=2;spage=588;epage=594;aulast=El-Meshad
7,22,unhelpful,c4-2949-022318,0,0,28.294700622558594,0.5048819,0.49511802,http://www.medlink.com/article/perinatal_hypoxic-ischemic_encephalopathy
8,22,unhelpful,c4-3732-071654,0,1,28.261899948120117,0.07261816,0.9273818,https://www.robertkreisman.com/birth-injury-lawyer/category/hypoxic-ischemic-encephalopathy/
9,22,unhelpful,c4-1051-134326,0,1,28.25760078430176,0.27042446,0.7295756,https://www.abclawcenters.com/blog/2014/05/22/baby-cerebral-palsy-first-time/
10,22,unhelpful,c4-1311-125861,0,1,28.211700439453125,0.041669503,0.9583305,https://www.chicagobirthinjurylawyerblog.com/category/hypoxic-ischemic-encephalopathy-hie/
11,22,unhelpful,c4-3244-049557,0,1,28.189800262451172,0.14074719,0.85925287,https://www.abclawcenters.com/practice-areas/prenatal-birth-injuries/fetus-or-newborn-medical-problems/hypoxic-ischemic-encephalopathy/hypothermia-treatment-for-hie/
12,22,unhelpful,c4-1632-086083,0,1,28.107799530029297,0.16248393,0.83751607,https://www.clinicaladvisor.com/home/decision-support-in-medicine/pediatrics/hypoxic-ischemic-encephalopathy/
