,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,25,unhelpful,c4-3854-128378,0,0,13.915300369262695,0.99834454,0.0016554189,https://infectionsinsurgery.org/current-concepts-in-management-of-acute-uncomplicated-left-sided-colonic-diverticulitis/
1,25,unhelpful,c4-3417-004317,0,1,13.789600372314451,0.001358172,0.9986418,https://www.wisegeek.com/what-are-the-different-antibiotics-for-diverticulitis.htm
2,25,unhelpful,c4-0650-040677,0,0,13.756099700927734,0.78283393,0.2171661,https://www.cochrane.org/CD009092/COLOCA_antibiotics-for-uncomplicated-diverticulitis
3,25,unhelpful,c4-0605-060274,0,0,13.685999870300291,0.99980706,0.00019298635,https://www.psychiatryadvisor.com/home/decision-support-in-medicine/hospital-medicine/diverticulitis-2/
4,25,unhelpful,c4-2876-071052,0,0,13.685998916625977,0.9995146,0.000485432,https://www.renalandurologynews.com/home/decision-support-in-medicine/hospital-medicine/diverticulitis-2/
5,25,unhelpful,c4-5319-021942,0,0,13.65880012512207,0.99908125,0.0009186871,http://medicalrepublic.com.au/diverticular-disease-update-diagnosing-managing/19016
6,25,unhelpful,c4-6092-109745,0,0,13.641200065612791,0.98754895,0.012451103,https://www.thecardiologyadvisor.com/home/decision-support-in-medicine/infectious-diseases/diverticulitis/
7,25,unhelpful,c4-5384-058987,0,1,13.63249969482422,0.473477,0.526523,https://www.acpinternist.org/archives/2018/07/research-challenges-diverticulitis-dogma.htm
8,25,unhelpful,c4-2189-122562,0,0,13.598899841308594,0.9919084,0.008091614,https://www.clinicaladvisor.com/home/decision-support-in-medicine/hospital-medicine/diverticulitis/
9,25,unhelpful,c4-3318-036457,0,0,13.598898887634276,0.99864906,0.001350902,https://www.renalandurologynews.com/home/decision-support-in-medicine/infectious-diseases/diverticulitis/
10,25,unhelpful,c4-6877-035639,0,1,13.59060001373291,0.4864805,0.5135194,https://www.spineboy.com/diverticulitis.asp
11,25,unhelpful,c4-2472-040679,0,1,13.572199821472168,0.010311746,0.98968834,https://www.livestrong.com/article/1004453-levaquin-metronidazole-diverticulitis/
12,25,unhelpful,c4-0999-012870,0,1,13.558799743652344,0.08273797,0.917262,http://polepositions.tk/wimij/augmentin-duo-for-diverticulitis-290.php
13,25,unhelpful,c4-1132-078068,0,1,13.53849983215332,0.16432476,0.8356752,https://www.badgut.org/information-centre/a-z-digestive-topics/rethinking-diverticulitis-treatment-and-prevention/
14,25,unhelpful,c4-3686-068365,0,0,13.5201997756958,0.99985373,0.00014623761,https://www.dovepress.com/inflammation-management-in-acute-diverticulitis-current-perspectives-peer-reviewed-fulltext-article-JIR
15,25,unhelpful,c4-2461-098541,0,1,13.517999649047852,0.15497324,0.8450268,https://www.healthtap.com/user_questions/107431-i-was-diagnosed-with-diverticulitis-and-was-started-on-flagyl-and-cipro-ciprofloxacin-how-long-be
16,25,unhelpful,c4-5453-039445,0,0,13.506500244140623,0.99970716,0.00029279693,http://memorize.com/cc-march-2017-acute-diverticulitis/echoecho
17,25,unhelpful,c4-5012-027499,0,1,13.481499671936035,0.07116341,0.9288365,http://letzhealthy.com/diverticulitis-symptoms-causes-and-treatment/
18,25,unhelpful,c4-5041-140951,0,0,13.47029972076416,0.98646575,0.013534185,http://diverticulitis.net/
19,25,unhelpful,c4-4893-019599,0,1,13.464400291442873,0.045468364,0.9545316,http://gimmiesforum.gq/bafa/flagyl-diverticulitis-treatment-1144.php
20,25,unhelpful,c4-6390-067138,0,0,13.452799797058104,0.999915,8.4968975e-05,http://www.emdocs.net/em3am-diverticulitis/
21,25,unhelpful,c4-3760-129662,0,0,13.45069980621338,0.879022,0.12097802,https://www.pubfacts.com/search/Colon+Diverticulitis
22,25,unhelpful,c4-2432-023626,0,1,13.43869972229004,0.014118073,0.9858819,https://www.uspharmacist.com/article/management-of-diverticular-disease
23,25,unhelpful,c4-3720-131452,0,1,13.386300086975098,0.13919187,0.86080813,https://www.healthtap.com/user_questions/1058566-cipro-ciprofloxacin-and-flagyl-how-long-before-they-work
24,25,unhelpful,c4-2736-036260,0,1,13.382100105285645,0.3034093,0.69659066,https://www.verywellhealth.com/diverticulitis-treatment-1944729
25,25,unhelpful,c4-4656-095363,0,0,13.378899574279783,0.9923881,0.007611857,http://www.drbriffa.com/2012/11/22/antibiotics-dont-work-for-diverticulitis-so-what-does/
26,25,unhelpful,c4-2816-062551,0,1,13.362299919128418,0.029597279,0.97040266,https://www.psychiatryadvisor.com/home/decision-support-in-medicine/gastroenterology-hepatology/diverticular-disease/
27,25,unhelpful,c4-6147-088547,0,1,13.362298965454102,0.02233945,0.97766054,https://www.clinicaladvisor.com/home/decision-support-in-medicine/gastroenterology-hepatology/diverticular-disease/
28,25,unhelpful,c4-3429-019053,0,1,13.318900108337402,0.015719637,0.98428035,https://www.laparoscopicsurgerynw.com/diverticulitis-and-diverticulosis.html
29,25,unhelpful,c4-2672-109816,0,1,13.307100296020508,0.03253484,0.96746516,https://www.imsmed.org/our-services/diverticulitis/
30,25,unhelpful,c4-1057-009206,0,1,13.305299758911133,0.009944698,0.9900553,http://healthgap.strikingly.com/blog/diverticulitis-treating-pain-in-the-aging-population
31,25,unhelpful,c4-4806-030778,0,1,13.284799575805664,0.041432425,0.95856756,https://pongpdf.com/guideline-scope-diverticular-disease-diagnosis-and-.html
32,25,unhelpful,c4-6365-030115,0,1,13.275500297546388,0.09919454,0.9008055,http://colorectalsurgerynyc.com/conditions-treated/diverticulitis.aspx
33,25,unhelpful,c4-5687-071055,0,1,13.274399757385254,0.15973437,0.84026563,https://www.meritashealth.com/home/resources/healthwise-document-viewer/?id=hw251743
34,25,unhelpful,c4-3885-145768,0,1,13.270999908447266,0.016319862,0.9836802,https://kuwichitagastro.com/patient-education/healthwise/?DOCHWID=hw251743
35,25,unhelpful,c4-6494-018977,0,1,13.27099895477295,0.07835924,0.92164075,http://wake.nc.networkofcare.org/mh/library/article.aspx?hwid=hw251743&t=&cat=search
36,25,unhelpful,c4-4511-065030,0,1,13.2677001953125,0.024723707,0.9752763,https://www.aafp.org/afp/2005/1001/p1229.html
37,25,unhelpful,c4-4683-039131,0,0,13.25790023803711,0.9746892,0.025310751,http://www.dynamed.com/home/about/ebm-journal/archives/article/ebm-focus-volume-8-issue-9
38,25,unhelpful,c4-1930-031393,0,0,13.251700401306152,0.99971217,0.00028784634,https://universityhealthnews.com/daily/digestive-health/8-diverticulitis-symptoms-you-should-watch-out-for/
39,25,unhelpful,c4-0222-047654,0,0,13.250100135803224,0.5036401,0.49635988,https://epiphanytherapeutics.com/lactoferrin-diverticulitis-natural-treatment/
40,25,unhelpful,c4-1933-008010,0,1,13.238200187683104,0.09127162,0.90872836,https://www.medicalnewstoday.com/articles/152995.php?iacp
41,25,unhelpful,c4-6133-004288,0,1,13.238199234008787,0.23796985,0.7620302,http://lp.medicalnewstoday.com/articles/152995.php
42,25,unhelpful,c4-7056-084936,0,1,13.20989990234375,0.05395793,0.94604206,https://www.diarrheanurse.com/diverticulitis-treatment.html
43,25,unhelpful,c4-2292-026475,0,1,13.208600044250488,0.034494855,0.9655051,https://www.radiologyinfo.org/en/info.cfm?pg=diverticulitis
44,25,unhelpful,c4-2467-008214,0,0,13.207300186157228,0.9977296,0.0022704147,http://www.24drs.com/professional/list/content.asp?x_idno=7331&x_classno=10&x_chkdelpoint=Y
45,25,unhelpful,c4-2316-037475,0,1,13.20699977874756,0.020713337,0.9792867,https://www.lawsonsurgical.com/patient-education/healthwise/?DOCHWID=hw251743
46,25,unhelpful,c4-3650-027280,0,1,13.206998825073242,0.17719866,0.82280135,https://www.adventisthealthcare.com/health/library/topic/?id=hw252182
47,25,unhelpful,c4-4001-064831,0,1,13.206997871398926,0.17719866,0.82280135,https://www.adventisthealthcare.com/health/library/topic/?id=hw252170
48,25,unhelpful,c4-5737-003064,0,1,13.20699691772461,0.17719866,0.82280135,https://www.adventisthealthcare.com/health/library/topic/?id=hw251743
49,25,unhelpful,c4-0924-077062,0,1,13.199600219726562,0.006161031,0.99383897,http://www.gpagastropractice.com/conditions-diverticulosis-diverticulitis.html
50,25,unhelpful,c4-4170-029560,0,1,13.196000099182127,0.004335819,0.9956642,http://greaterorlandogi.com/services/diverticulosis-diverticulitis/
