,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,62,helpful,c4-5185-057480,0,0,15.665399551391602,0.80673724,0.19326273,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/1471-244X-3-17
1,62,helpful,c4-4339-101854,0,1,15.602700233459473,0.12642029,0.8735796,http://www.kickanger.com/vitamin-b-and-anger-treatment-is-it-effective/
2,62,helpful,c4-4116-017201,0,0,15.439200401306152,0.82394737,0.17605264,http://www.cfp.ca/content/57/9/993.3
3,62,helpful,c4-1754-008823,0,1,15.432900428771973,0.033471603,0.96652836,http://www.cmeinstitute.com/Psychlopedia/Pages/depression/9cam/sec2/section.aspx
4,62,helpful,c4-4131-092825,0,0,15.39080047607422,0.99577147,0.004228573,https://pro.psychcentral.com/deplin-is-it-just-folate-by-another-name/
5,62,helpful,c4-3187-132810,0,1,15.39050006866455,0.0026702743,0.9973297,http://www.cmeinstitute.com/Psychlopedia/Pages/depression/9cam/sec1/section.aspx
6,62,helpful,c4-6910-018020,0,1,15.35550022125244,0.10416513,0.8958349,http://www.jscisociety.com/article.asp?issn=0974-5009;year=2015;volume=42;issue=2;spage=59;epage=61;aulast=Budania
7,62,helpful,c4-1793-113336,0,1,15.276700019836426,0.053173117,0.9468269,https://www.xiahepublishing.com/ArticleFullText.aspx?jid=2&id=10.14218%2FERHM.2017.00025
8,62,helpful,c4-4070-108322,0,1,15.253600120544434,0.00141021,0.9985898,https://angelazaffer.wordpress.com/2014/03/18/the-queen-b-folate-b-vitamin-tied-in-multiple-ways-to-brain-function-impaired-intake-is-linked-to-severe-mental-disorders-including-autism-schizophreinia-and-bi-polar-disorder/
9,62,helpful,c4-2859-094055,0,1,15.22070026397705,0.030058848,0.9699412,https://link.springer.com/article/10.1023%2FA%3A1015271927517
10,62,helpful,c4-5676-111297,0,1,15.20009994506836,0.0011956133,0.99880433,https://thelongevityspecialists.com/lithium-orotate-lith-pro
11,62,helpful,c4-1948-059365,0,1,15.160400390625,0.005643439,0.9943566,http://www.enlyterx.com/physician-letter/?let=213
12,62,helpful,c4-4516-118491,0,1,15.158599853515623,0.0044208895,0.99557906,http://bipolarnews.org/?p=2585
13,62,helpful,c4-4602-134002,0,1,15.153900146484377,0.004588488,0.9954116,http://bipolarnews.org/?tag=l-methylfolate
14,62,helpful,c4-2608-002162,0,1,15.145899772644045,0.16892643,0.8310736,https://mthfrgenehealth.com/bipolar-disorder-mthfr/
15,62,helpful,c4-1034-001242,0,1,15.124699592590332,0.004447932,0.995552,https://cf.examinecdn.com/supplements/folic-acid/
16,62,helpful,c4-3430-073110,0,1,15.117300033569336,0.36645824,0.6335418,https://harmonynutritionatl.com/diet-and-depression
17,62,helpful,c4-5386-136567,0,1,15.112500190734863,0.17498773,0.8250122,http://www.ijpvmjournal.net/article.asp?issn=2008-7802;year=2019;volume=10;issue=1;spage=42;epage=42;aulast=Khanna;type=3
18,62,helpful,c4-7125-014513,0,1,15.112499237060549,0.17498773,0.8250122,http://www.ijpvmjournal.net/article.asp?issn=2008-7802;year=2019;volume=10;issue=1;spage=42;epage=42;aulast=Khanna
19,62,helpful,c4-1357-064999,0,1,15.107999801635742,0.0022054939,0.9977945,https://angelazaffer.wordpress.com/tag/vit-b-folate/
20,62,helpful,c4-5722-036707,0,1,15.09939956665039,0.00363851,0.99636155,https://angelazaffer.wordpress.com/tag/autism/
21,62,helpful,c4-3238-124012,0,0,15.098799705505373,0.53533554,0.46466443,https://www.nature.com/articles/s41398-018-0276-6?error=cookies_not_supported&code=673569c5-2373-4ce5-a34d-bfaf56e94a00
22,62,helpful,c4-1647-030937,0,0,15.09850025177002,0.9168052,0.0831948,https://chiro.org/pediatrics/ABSTRACTS/Nutritional_Factors.shtml
23,62,helpful,c4-1119-044048,0,0,15.09570026397705,0.8885322,0.11146774,https://www.nationalelfservice.net/publication-types/randomised-controlled-trial/folic-acid-for-depression-results-of-the-folated-study/
24,62,helpful,c4-0143-080193,0,0,15.081100463867188,0.9960257,0.0039742566,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/
25,62,helpful,c4-2369-009281,0,1,15.078499794006348,0.0011014903,0.9988985,https://www.foodforthebrain.org/research/evidence-database/review-of-research-suggests-folate-may-be-effective-for-depression.aspx
26,62,helpful,c4-2529-115050,0,1,15.059399604797363,0.026623933,0.97337604,https://womensmentalhealth.org/posts/folic-acid-and-risk-of-perinatal-depression-is-there-an-association/
27,62,helpful,c4-6574-059622,0,1,15.05679988861084,0.01690274,0.9830973,http://vamfew.org/nutrition-and-mental-health/depression-and-nutrition/
28,62,helpful,c4-5410-121799,0,1,15.05500030517578,0.10597995,0.89402,http://cuoihoi.info/news-facts/10-nutrient-deficiencies-that-can-cause-depression.html/amp
29,62,helpful,c4-3768-035791,0,1,15.01389980316162,0.0006488496,0.9993512,http://www.thewayup.com/newsletters/031517.htm
30,62,helpful,c4-2885-095385,0,1,14.993000030517578,0.42259255,0.57740736,https://www.well-mart.com/blogs/news/5-mthf-a-common-nutrient-deficiency-that-will-cause-inflammation-strokes-alzheimer-s-heart-attacks-anxiety-and-depression
31,62,helpful,c4-4247-096575,0,1,14.976699829101562,0.004085852,0.99591416,https://www.beatalewismd.com/blog/vitamins-and-depression-in-children
32,62,helpful,c4-5754-072705,0,1,14.975600242614746,0.1481895,0.8518105,https://www.wellrx.com/hn/us/assets/health-condition/bipolar-disorder/~default
33,62,helpful,c4-6615-098467,0,1,14.9443998336792,0.11885398,0.881146,https://www.thefreelibrary.com/Vitamin+deficiencies+and+mental+health%3A+how+are+they+linked%3F+...-a0318514398
34,62,helpful,c4-1189-051353,0,1,14.940899848937988,0.06691989,0.9330801,http://www.kflatthealthnews.com/depression-and-repressed-memories-in-the-aged/index.html
35,62,helpful,c4-2364-139522,0,1,14.928299903869627,0.1845685,0.8154315,https://epidemicanswers.org/folate-deficiency-connection/
36,62,helpful,c4-2427-059562,0,1,14.927499771118164,0.012911451,0.9870885,https://www.psychologytoday.com/us/blog/integrative-mental-health-care/201709/folate-depression-schizophrenia-and-dementia
37,62,helpful,c4-4537-025584,0,1,14.91450023651123,0.16502485,0.8349752,http://spinalalignment.com/articles/womens-journal-articles/a-common-nutrient-deficiency/
38,62,helpful,c4-4632-029470,0,1,14.912400245666504,0.0023660655,0.99763393,https://womensmentalhealth.org/posts/research-from-the-cwmh-prenatal-supplement-containing-folate-may-reduce-depressive-symptoms-during-pregnancy/
39,62,helpful,c4-5377-055801,0,0,14.910200119018556,0.9058391,0.09416097,http://bipolarnews.org/?tag=folic-acid
